brand,model_name,model_id,model_year,bodytype
Nissan,Juke,64_14,2017,SUV
Audi,A3,7_3,2009,Hatchback
Mercedes-Benz,E Class,59_20,2016,Saloon
Volkswagen,Touareg,95_28,2017,SUV
Audi,S1,7_34,2014,Hatchback
Ssangyong,Rexton,85_5,2015,SUV
Hyundai,i30,36_10,2010,Hatchback
Rolls-Royce,Wraith,77_6,2017,Coupe
Daihatsu,Sirion,24_7,2009,Hatchback
Porsche,911,71_4,2008,Coupe
Renault,Megane,75_12,2007,Hatchback
Ford,S-Max,29_31,2017,MPV
Mazda,CX-7,57_8,2008,SUV
Honda,CR-V,34_3,2000,SUV
Fiat,Panda,28_18,2006,Hatchback
Audi,RS4 Avant,7_27,2000,Estate
Audi,S5,7_39,2010,Coupe
Audi,SQ5,7_44,2017,SUV
Citroen,Grand C4 Picasso,18_24,2010,MPV
Mazda,Mazda5,57_12,2014,MPV
Suzuki,Alto,87_1,2014,Hatchback
Volkswagen,Caddy Maxi,95_7,2009,Panel Van
BMW,2 Series Active Tourer,8_3,2018,MPV
Peugeot,RCZ,69_36,2015,Coupe
SKODA,Octavia,80_5,2000,Hatchback
SEAT,Altea,79_2,2007,MPV
BMW,7 Series,8_14,2011,Saloon
BMW,M5,8_32,2015,Saloon
Toyota,PROACE Verso,92_33,2017,MPV
Alfa Romeo,MiTo,4_14,2012,Hatchback
Fiat,Multipla,28_17,2011,MPV
Fiat,500C,28_3,2013,Convertible
Peugeot,407,69_23,2009,Saloon
Hyundai,i10,36_8,2010,Hatchback
Fiat,Panda,28_18,2011,Hatchback
SEAT,Ibiza,79_9,2010,Hatchback
Peugeot,108,69_4,2017,Hatchback
Peugeot,3008,69_13,2017,SUV
Kia,Soul,43_12,2016,Hatchback
Audi,SQ7,7_45,2017,SUV
Vauxhall,Zafira,94_27,2014,MPV
Subaru,Impreza,86_3,2007,Hatchback
Kia,Sorento,43_11,2014,SUV
Audi,Q5,7_20,2012,SUV
Dacia,Duster,22_1,2017,SUV
Ford,B-Max,29_1,2014,MPV
SEAT,Alhambra,79_1,2016,MPV
Mitsubishi,L200,62_13,2012,Pickup
Peugeot,508,69_26,2014,Saloon
Mitsubishi,Shogun,62_18,2012,SUV
Nissan,e-NV200,64_7,2016,Combi Van
Lexus,RX 400h,48_24,2009,SUV
Suzuki,SX4,87_11,2010,Hatchback
Kia,Rio,43_9,2011,Hatchback
Peugeot,508 SW,69_27,2017,Estate
SKODA,Rapid Spaceback,80_7,2017,Hatchback
Aston Martin,DB11,6_2,2017,Coupe
Vauxhall,Insignia,94_13,2016,Hatchback
Volkswagen,CC,95_12,2014,Saloon
BMW,X5,8_39,2009,SUV
Peugeot,307 SW,69_17,2003,Estate
Mercedes-Benz,SL Class,59_30,2014,Convertible
Land Rover,Discovery 4,47_9,2010,SUV
Honda,CR-V,34_3,2003,SUV
Citroen,DS4,21_3,2016,Hatchback
BMW,Z8,8_47,2000,Convertible
Chevrolet,Lacetti,16_11,2006,Estate
Mercedes-Benz,A Class,59_8,2003,Hatchback
Dodge,Nitro,26_6,2007,SUV
Toyota,GT86,92_17,2015,Coupe
Volvo,V50,96_9,2010,Estate
Fiat,500C,28_3,2012,Convertible
Fiat,Multipla,28_17,2007,MPV
Nissan,Primera,64_31,2003,Hatchback
Citroen,C3,18_8,2017,Hatchback
Peugeot,807,69_29,2009,MPV
MINI,Countryman,54_4,2012,Hatchback
Land Rover,Range Rover,47_13,2008,SUV
Lexus,NX 300h,48_18,2017,Estate
Fiat,500X,28_5,2017,SUV
Renault,Modus,75_13,2011,Hatchback
Nissan,Pulsar,64_32,2017,Hatchback
Lamborghini,Aventador,45_1,2016,Convertible
Volkswagen,Sharan,95_24,2009,MPV
BMW,X6,8_41,2009,SUV
Lexus,RX 400h,48_24,2006,SUV
Saab,9-5,81_3,2007,Saloon
Volkswagen,Touran,95_29,2014,MPV
Dacia,Logan MCV,22_2,2013,Estate
Ford,Grand C-Max,29_20,2016,MPV
Toyota,AYGO,92_6,2008,Hatchback
Lamborghini,Huracan,45_4,2014,Convertible
Volvo,S40,96_3,2008,Saloon
Ford,Grand C-Max,29_20,2015,MPV
Peugeot,107,69_3,2007,Hatchback
Ford,Grand Tourneo Connect,29_21,2015,MPV
Lexus,RX 450h,48_24,2011,SUV
Jaguar,F-Type,39_3,2015,Convertible
Porsche,Panamera,71_11,2010,Hatchback
Mazda,Mazda6,57_13,2013,Saloon
Jaguar,F-Type,39_3,2013,Convertible
Citroen,DS4,21_3,2014,Hatchback
SKODA,Yeti,80_10,2015,SUV
Hyundai,i30,36_10,2012,Hatchback
Jaguar,XJ,39_8,2000,Saloon
Hyundai,i10,36_8,2013,Hatchback
Volkswagen,Golf,95_15,2016,Hatchback
Volkswagen,Phaeton,95_21,2007,Saloon
Audi,S5,7_39,2007,Coupe
Volkswagen,Transporter,95_30,2012,Combi Van
Mercedes-Benz,R Class,59_28,2007,MPV
Audi,RS3,7_25,2017,Saloon
Volkswagen,Golf,95_15,2008,Hatchback
Lexus,LS 600h,48_15,2011,Saloon
Hyundai,Santa Fe,36_20,2015,SUV
Toyota,Land Cruiser,92_21,2003,SUV
Lexus,IS 200,48_8,2011,Saloon
BMW,1 Series,8_1,2006,Hatchback
Ferrari,612,27_11,2006,Coupe
Honda,S2000,34_16,2006,Convertible
Land Rover,Range Rover Evoque,47_14,2013,SUV
BMW,i8,8_28,2015,Coupe
Hyundai,ix35,36_16,2010,SUV
Mazda,Mazda2,57_10,2012,Hatchback
Lexus,SC 430,48_30,2003,Convertible
Mazda,Mazda6,57_13,2012,Saloon
Nissan,Navara,64_20,2014,Pickup
Infiniti,Q50,37_6,2015,Saloon
Chevrolet,Trax,16_18,2013,Hatchback
Lexus,GS 300,48_2,2006,Saloon
Vauxhall,Meriva,94_14,2003,MPV
Audi,A6 Saloon,7_11,2006,Estate
Audi,Q3,7_19,2013,SUV
Volvo,V70,96_12,2015,Estate
Honda,CR-V,34_3,2014,SUV
Chrysler,Voyager,17_9,2007,MPV
Kia,Cee'd,43_2,2015,Estate
Mercedes-Benz,GL Class,59_22,2007,SUV
Peugeot,5008,69_25,2010,MPV
SKODA,Yeti,80_10,2012,SUV
Audi,A6 Allroad,7_11,2007,Estate
Ferrari,California,27_13,2010,Convertible
Volkswagen,Sharan,95_24,2010,MPV
Citroen,C4 Cactus,18_13,2017,Hatchback
Mercedes-Benz,SL Class,59_30,2012,Convertible
Proton,GEN-2,72_1,2011,Hatchback
Nissan,X-Trail,64_41,2017,SUV
Mercedes-Benz,S Class,59_29,2012,Saloon
Peugeot,406,69_22,2000,Saloon
Toyota,Prius,92_30,2013,Hatchback
Aston Martin,Rapide,6_6,2011,Saloon
McLaren,12C,58_1,2012,Coupe
Jaguar,F-Type,39_3,2016,Convertible
Peugeot,Partner,69_34,2007,MPV
Jeep,Patriot,40_5,2010,SUV
Volkswagen,Transporter Shuttle,95_31,2017,nan
BMW,7 Series,8_14,2009,Saloon
Alfa Romeo,Giulietta,4_11,2012,Hatchback
Toyota,RAV4,92_34,2010,SUV
Alfa Romeo,MiTo,4_14,2009,Hatchback
Lexus,IS 200,48_8,2017,Saloon
Vauxhall,Corsa,94_9,2017,Hatchback
Vauxhall,Cascada,94_7,2017,Convertible
Lexus,RC F,48_21,2015,Coupe
SEAT,Altea,79_2,2013,MPV
Toyota,Verso,92_40,2014,MPV
Jaguar,XE,39_6,2015,Saloon
Volvo,V40 Cross Country,96_8,2014,Hatchback
Ford,Mondeo,29_27,2007,Hatchback
Alfa Romeo,Giulietta,4_11,2013,Hatchback
BMW,M4,8_31,2014,Coupe
Kia,Soul,43_12,2015,Hatchback
Porsche,Macan,71_10,2016,SUV
Ford,Tourneo Custom,29_35,2017,Minibus
Jaguar,XK,39_9,2013,Coupe
Vauxhall,Viva,94_23,2017,Hatchback
Toyota,Prius,92_30,2014,Hatchback
Ferrari,458,27_6,2011,Coupe
Audi,RS6 Avant,7_32,2015,Estate
Nissan,Qashqai,64_33,2016,SUV
Ssangyong,Korando,85_1,2011,SUV
Mazda,Mazda3,57_11,2012,Hatchback
Nissan,President,64_29,2007,Saloon
Volkswagen,Bora,95_4,2003,Saloon
Hyundai,i30,36_10,2013,Hatchback
Audi,S4,7_36,2014,Saloon
Toyota,Alphard,92_2,2010,MPV
Honda,HR-V,34_8,2016,SUV
Ferrari,Laferrari,27_21,2013,Coupe
Porsche,Cayman,71_9,2008,Coupe
Volkswagen,Transporter,95_30,2014,Combi Van
Nissan,Micra,64_17,2014,Hatchback
Jeep,Commander,40_2,2006,SUV
Suzuki,SX4 S-Cross,87_12,2014,SUV
Kia,Sportage,43_13,2012,SUV
Lexus,RX 300,48_24,2003,SUV
Mazda,Bongo,57_4,2016,nan
Mercedes-Benz,A Class,59_8,2014,Hatchback
Kia,Carens,43_1,2008,MPV
Ford,Mustang,29_28,2017,Coupe
BMW,6 Series,8_11,2014,Convertible
Toyota,C-HR,92_8,2016,SUV
Citroen,SpaceTourer,18_27,2017,MPV
Ford,EcoSport,29_4,2016,SUV
Vauxhall,Zafira,94_27,2016,MPV
Ford,Mustang,29_28,2015,Coupe
Audi,A3,7_3,2003,Hatchback
Toyota,RAV4,92_34,2017,SUV
Volvo,V60,96_10,2015,Estate
Bentley,Continental,10_5,2015,Convertible
Chevrolet,Aveo,16_2,2011,Hatchback
Kia,Pro_Cee'd,43_8,2009,Hatchback
Volvo,XC90,96_18,2014,SUV
Subaru,Outback,86_7,2017,Estate
Infiniti,Q50,37_6,2017,Saloon
Aston Martin,DBS,6_5,2010,Convertible
Mercedes-Benz,A Class,59_8,2000,Hatchback
Hyundai,i20,36_9,2016,Hatchback
Fiat,500L,28_4,2015,MPV
Kia,Rio,43_9,2013,Hatchback
Volkswagen,Beetle,95_3,2006,Convertible
Hyundai,Santa Fe,36_20,2013,SUV
Ssangyong,Korando,85_1,2012,SUV
Peugeot,308 SW,69_20,2008,Estate
Ford,EcoSport,29_4,2015,SUV
Ford,Ka,29_23,2000,Hatchback
Audi,TTS,7_48,2011,Coupe
Infiniti,QX30,37_9,2017,SUV
Vauxhall,Vectra,94_22,2003,Hatchback
Audi,RS4,7_26,2006,Saloon
Lexus,GS 450h,48_2,2010,Saloon
Volkswagen,Transporter,95_30,2009,Combi Van
BMW,5 Series Gran Turismo,8_10,2016,Hatchback
Porsche,Cayman,71_9,2014,Coupe
Ford,Ka,29_23,2013,Hatchback
Land Rover,Range Rover,47_13,2013,SUV
Volkswagen,Transporter Shuttle,95_31,2014,nan
Volvo,C70,96_2,2009,Convertible
Audi,RS6 Avant,7_32,2003,Estate
Suzuki,Grand Vitara,87_4,2012,SUV
Abarth,595C,2_5,2015,Convertible
Porsche,Cayenne,71_8,2010,SUV
Mercedes-Benz,S Class,59_29,2013,Saloon
Kia,Sorento,43_11,2017,SUV
SEAT,Toledo,79_12,2013,Hatchback
Kia,Carens,43_1,2007,MPV
Audi,A4 Avant,7_7,2000,Estate
Fiat,500,28_2,2014,Hatchback
BMW,5 Series Gran Turismo,8_10,2015,Hatchback
Audi,A4,7_5,2011,Saloon
Hyundai,Santa Fe,36_20,2017,SUV
Mercedes-Benz,B Class,59_11,2007,Hatchback
Jaguar,XF,39_7,2003,Saloon
Kia,Sedona,43_10,2007,MPV
SEAT,Mii,79_11,2014,Hatchback
Abarth,595,2_4,2015,Hatchback
Volkswagen,Transporter Shuttle,95_31,2015,nan
Vauxhall,Vivaro,94_24,2014,MPV
Ssangyong,Kyron,85_3,2007,SUV
BMW,X1,8_35,2009,SUV
Citroen,DS3,21_1,2013,Hatchback
SKODA,Yeti,80_10,2013,SUV
Volkswagen,Sharan,95_24,2016,MPV
Renault,Laguna,75_11,2000,Hatchback
Peugeot,Traveller,69_37,2017,MPV
SEAT,Alhambra,79_1,2009,MPV
Porsche,Cayenne,71_8,2003,SUV
Jeep,Compass,40_3,2013,SUV
Bentley,Brooklands,10_4,2008,Coupe
Lexus,RC F,48_21,2016,Coupe
Hyundai,ix20,36_15,2013,Hatchback
Subaru,Levorg,86_6,2017,Estate
Hyundai,i800,36_13,2016,MPV
Peugeot,508,69_26,2015,Saloon
Hyundai,Santa Fe,36_20,2007,SUV
Citroen,Xsara Picasso,18_30,2003,MPV
Renault,Captur,75_1,2016,SUV
Peugeot,4007,69_21,2009,SUV
Suzuki,Alto,87_1,2015,Hatchback
Renault,Trafic,75_17,2012,Combi Van
Audi,S4,7_36,2000,Saloon
Vauxhall,Mokka,94_15,2016,Hatchback
Audi,A6 Saloon,7_11,2008,Estate
Audi,SQ5,7_44,2014,SUV
Lamborghini,Aventador,45_1,2017,Convertible
Ford,Ka,29_23,2011,Hatchback
SEAT,Ibiza,79_9,2007,Hatchback
Dacia,Sandero Stepway,22_4,2015,Hatchback
Mercedes-Benz,GLE Class,59_25,2014,SUV
Renault,Captur,75_1,2013,SUV
Toyota,Prius,92_30,2011,Hatchback
Alfa Romeo,MiTo,4_14,2014,Hatchback
Volvo,C30,96_1,2006,Coupe
Jeep,Grand Cherokee,40_4,2014,SUV
Vauxhall,Astra,94_5,2008,Hatchback
Audi,Q3,7_19,2016,SUV
Chevrolet,Captiva,16_5,2012,SUV
BMW,M2,8_29,2018,Coupe
Ford,Fiesta,29_13,2014,Hatchback
Hyundai,Veloster,36_25,2012,Coupe
Nissan,Qashqai+2,64_34,2013,SUV
Jaguar,F-PACE,39_2,2016,SUV
Nissan,Juke,64_14,2015,SUV
Volkswagen,Transporter,95_30,2011,Combi Van
Vauxhall,Corsa,94_9,2006,Hatchback
Citroen,C4,18_12,2013,Hatchback
SEAT,Alhambra,79_1,2015,MPV
BMW,X5,8_39,2003,SUV
Hyundai,Elantra,36_4,2003,Hatchback
Citroen,DS3 Cabrio,21_1,2014,Hatchback
Mercedes-Benz,A Class,59_8,2015,Hatchback
Porsche,Cayenne,71_8,2015,SUV
SKODA,Superb,80_9,2011,Hatchback
McLaren,570GT,58_3,2016,Coupe
Alfa Romeo,4C,4_7,2015,Convertible
Isuzu,Rodeo,38_3,2009,Pickup
Volvo,V70,96_12,2009,Estate
SEAT,Alhambra,79_1,2012,MPV
Ford,Grand C-Max,29_20,2014,MPV
Citroen,C3,18_8,2003,Hatchback
Nissan,Qashqai,64_33,2010,SUV
Lexus,IS 220d,48_8,2009,Saloon
Ford,Mondeo,29_27,2011,Hatchback
Citroen,DS3 Cabrio,21_1,2013,Hatchback
Volkswagen,Tiguan,95_26,2016,SUV
Volkswagen,Passat,95_20,2013,Estate
Vauxhall,Crossland X,94_10,2017,SUV
Renault,Twingo,75_18,2014,Hatchback
Audi,RS7,7_33,2014,Hatchback
Nissan,Terrano II,64_39,2000,SUV
Toyota,Previa,92_29,2003,MPV
Volkswagen,Amarok,95_1,2012,Hatchback
Lexus,RX 350,48_24,2006,SUV
Fiat,Grande Punto,28_15,2007,Hatchback
BMW,2 Series Active Tourer,8_3,2014,MPV
Ford,Cougar,29_3,2000,Coupe
MINI,Roadster,54_8,2015,Convertible
Lexus,IS 250,48_8,2008,Saloon
Peugeot,208,69_12,2015,Hatchback
Volvo,V60,96_10,2010,Estate
Bentley,Flying Spur,10_6,2014,Saloon
Peugeot,107,69_3,2008,Hatchback
McLaren,720S,58_7,2017,Coupe
Volkswagen,Touran,95_29,2015,MPV
Land Rover,Freelander,47_11,2006,SUV
Ford,Ka,29_23,2017,Hatchback
Mitsubishi,Outlander,62_16,2013,SUV
Fiat,500L,28_4,2013,MPV
Volvo,V50,96_9,2008,Estate
Fiat,Panda,28_18,2014,Hatchback
Mazda,Mazda5,57_12,2013,MPV
Vauxhall,Insignia,94_13,2008,Hatchback
Citroen,C4,18_12,2017,Hatchback
Suzuki,Vitara,87_13,2017,SUV
Volkswagen,Transporter,95_30,2010,Combi Van
MG,ZS,53_7,2017,SUV
Peugeot,Partner Tepee,69_35,2010,MPV
Mercedes-Benz,R Class,59_28,2011,MPV
BMW,7 Series,8_14,2013,Saloon
Mercedes-Benz,CL,59_15,2011,Coupe
Mercedes-Benz,C Class,59_12,2013,Estate
Citroen,Xsara Picasso,18_30,2007,MPV
Citroen,Grand C4 Picasso,18_24,2017,MPV
Volkswagen,Jetta,95_18,2014,Saloon
Fiat,Punto,28_19,2015,Hatchback
BMW,M2,8_29,2014,Coupe
BMW,5 Series,8_9,2013,Saloon
Audi,RS7,7_33,2017,Hatchback
Maserati,Granturismo,55_8,2009,Coupe
Nissan,Micra,64_17,2000,Hatchback
Volkswagen,Eos,95_13,2010,Convertible
Ford,Ranger,29_30,2016,Pickup
Chevrolet,Tacuma,16_16,2007,MPV
Volkswagen,Tiguan,95_26,2008,SUV
Land Rover,Range Rover Velar,47_16,2000,SUV
MINI,Roadster,54_8,2012,Convertible
Vauxhall,Meriva,94_14,2014,MPV
Volvo,S60,96_4,2007,Saloon
Ford,Transit Custom,29_38,2015,Combi Van
Nissan,Note,64_21,2011,Hatchback
Audi,TTS,7_48,2013,Coupe
Land Rover,Range Rover,47_13,2015,SUV
Jeep,Renegade,40_6,2015,SUV
Land Rover,Discovery Sport,47_10,2017,SUV
Volkswagen,Jetta,95_18,2012,Saloon
MINI,Paceman,54_7,2013,Hatchback
Hyundai,i20,36_9,2015,Hatchback
Ford,Mustang,29_28,2016,Coupe
Mercedes-Benz,GL Class,59_22,2010,SUV
Volvo,XC90,96_18,2015,SUV
Toyota,Land Cruiser,92_21,2012,SUV
BMW,2 Series Gran Tourer,8_4,2015,MPV
Maserati,Ghibli,55_5,2014,Saloon
Ford,Mondeo,29_27,2013,Hatchback
Peugeot,206 CC,69_7,2003,Convertible
Toyota,Corolla,92_11,2003,Hatchback
Porsche,Panamera,71_11,2012,Hatchback
Ford,Focus CC,29_16,2010,Convertible
Citroen,DS3 Cabrio,21_1,2015,Hatchback
Ferrari,458,27_6,2013,Coupe
Audi,A4 Allroad,7_6,2014,Estate
Peugeot,407 SW,69_24,2006,Estate
Ford,Galaxy,29_19,2003,MPV
Porsche,Boxster,71_6,2008,Convertible
Mitsubishi,Colt,62_3,2008,Hatchback
Chrysler,Ypsilon,17_10,2011,Hatchback
Mazda,Mazda2,57_10,2016,Hatchback
Audi,S4,7_36,2017,Saloon
Land Rover,Range Rover Sport,47_15,2008,SUV
Toyota,Avensis,92_4,2012,Estate
Ford,Ranger,29_30,2012,Pickup
Peugeot,807,69_29,2007,MPV
Ssangyong,Tivoli,85_7,2016,Hatchback
Volkswagen,Touran,95_29,2016,MPV
Honda,FR-V,34_7,2007,MPV
Land Rover,Range Rover,47_13,2003,SUV
Jaguar,F-PACE,39_2,2017,SUV
Fiat,Qubo,28_21,2010,MPV
SEAT,Exeo,79_8,2013,Estate
Suzuki,Vitara,87_13,2016,SUV
Fiat,Croma,28_11,2006,Estate
Fiat,500,28_2,2015,Hatchback
Fiat,Bravo,28_10,2007,Hatchback
Volkswagen,Touran,95_29,2003,MPV
Citroen,C3 Picasso,18_10,2016,MPV
Jaguar,XJ,39_8,2008,Saloon
Audi,TTS,7_48,2012,Coupe
Chevrolet,Spark,16_14,2012,Hatchback
Lexus,GS 300,48_2,2014,Saloon
Toyota,Soarer,92_35,2007,Coupe
Kia,Cee'd,43_2,2008,Estate
Nissan,Qashqai,64_33,2013,SUV
Mitsubishi,Carisma,62_2,2003,Hatchback
Hyundai,Accent,36_1,2000,Coupe
Vauxhall,Zafira,94_27,2008,MPV
Renault,Scenic,75_14,2017,MPV
Alfa Romeo,Giulia,4_10,2016,Saloon
Mercedes-Benz,Sprinter,59_35,2011,nan
Volkswagen,T-Roc,95_25,2017,SUV
Ssangyong,Tivoli XLV,85_8,2017,SUV
Volkswagen,Golf,95_15,2009,Hatchback
Vauxhall,Meriva,94_14,2011,MPV
Toyota,Prius,92_30,2016,Hatchback
Volkswagen,Sharan,95_24,2003,MPV
Citroen,DS4,21_3,2011,Hatchback
Mitsubishi,Lancer,62_14,2010,Saloon
Mazda,Mazda2,57_10,2013,Hatchback
Peugeot,508,69_26,2011,Saloon
Nissan,NV300,64_23,2017,Combi Van
Ford,Mondeo,29_27,2009,Hatchback
Isuzu,D-Max,38_2,2012,Pickup
Tesla,Model S,90_1,2014,Saloon
Renault,Clio,75_2,2016,Hatchback
Peugeot,Partner Tepee,69_35,2008,MPV
Volkswagen,up!,95_33,2016,Hatchback
Land Rover,Freelander 2,47_12,2014,SUV
Honda,S2000,34_16,2000,Convertible
Audi,SQ5,7_44,2013,SUV
Chrysler,Voyager,17_9,2006,MPV
Citroen,C4,18_12,2006,Hatchback
Daihatsu,Terios,24_8,2008,SUV
Hyundai,ix20,36_15,2015,Hatchback
Dacia,Sandero,22_3,2015,Hatchback
BMW,2 Series,8_2,2016,Coupe
Volkswagen,Sharan,95_24,2014,MPV
SEAT,Altea,79_2,2008,MPV
Ferrari,FF,27_19,2011,Coupe
Chevrolet,Spark,16_14,2011,Hatchback
Lotus,3-Eleven,51_2,2016,Convertible
Toyota,Verso,92_40,2011,MPV
Toyota,Yaris,92_44,2017,Hatchback
Fiat,500C,28_3,2014,Convertible
Audi,Q7,7_21,2010,SUV
Mazda,MX-5,57_15,2000,Convertible
Toyota,Verso,92_40,2013,MPV
Renault,Captur,75_1,2014,SUV
SKODA,Yeti,80_10,2017,SUV
Vauxhall,Astra GTC,94_6,2013,Coupe
Volkswagen,Caddy Maxi,95_7,2011,Panel Van
Volkswagen,Golf Plus,95_16,2010,Hatchback
BMW,6 Series Gran Coupe,8_12,2013,Coupe
Lexus,IS 250,48_8,2006,Saloon
Lexus,LS 600h,48_15,2007,Saloon
Volkswagen,CC,95_12,2009,Saloon
Vauxhall,Zafira,94_27,2010,MPV
Hyundai,i40,36_12,2013,Estate
Hyundai,i10,36_8,2017,Hatchback
SKODA,Rapid,80_6,2015,Hatchback
Maserati,Quattroporte,55_10,2006,Saloon
Renault,Wind,75_21,2011,Convertible
Ford,Galaxy,29_19,2009,MPV
Peugeot,207,69_9,2008,Hatchback
Mercedes-Benz,C Class,59_12,2012,Estate
Volkswagen,Tiguan,95_26,2014,SUV
Ford,Focus CC,29_16,2008,Convertible
Chrysler,Voyager,17_9,2008,MPV
Renault,Laguna,75_11,2007,Hatchback
Volkswagen,Jetta,95_18,2015,Saloon
BMW,X5M,8_40,2009,SUV
Nissan,Fairlady,64_10,2007,Coupe
Daihatsu,Terios,24_8,2009,SUV
Audi,A6 Avant,7_11,2013,Estate
Jaguar,XK8,39_10,2003,Convertible
Peugeot,RCZ,69_36,2011,Coupe
Volkswagen,Golf,95_15,2017,Hatchback
Kia,Niro,43_5,2016,Estate
Jaguar,X-Type,39_5,2003,Saloon
Mazda,Bongo,57_4,2011,nan
Hyundai,Amica,36_2,2007,Hatchback
Audi,Q7,7_21,2011,SUV
Volvo,S80,96_5,2006,Saloon
Ferrari,F12berlinetta,27_16,2015,Coupe
Mercedes-Benz,A Class,59_8,2011,Hatchback
Volvo,V60,96_10,2014,Estate
Peugeot,Partner Tepee,69_35,2012,MPV
Audi,A4,7_5,2012,Saloon
Volvo,V40 Cross Country,96_8,2017,Hatchback
Fiat,Grande Punto,28_15,2009,Hatchback
Audi,A6 Allroad,7_11,2017,Estate
Audi,RS4 Cabriolet,7_28,2006,Convertible
Chevrolet,Matiz,16_12,2008,Hatchback
Volkswagen,Touran,95_29,2011,MPV
Mercedes-Benz,SLS,59_34,2011,Convertible
Nissan,Note,64_21,2014,Hatchback
Audi,A7,7_15,2014,Hatchback
Mercedes-Benz,SLK,59_32,2003,Convertible
Subaru,XV,86_11,2015,SUV
Toyota,Avensis,92_4,2013,Estate
Nissan,Qashqai,64_33,2008,SUV
Audi,A7,7_15,2015,Hatchback
Volkswagen,Golf,95_15,2007,Hatchback
Renault,Scenic,75_14,2007,MPV
Vauxhall,Meriva,94_14,2017,MPV
Porsche,Macan,71_10,2017,SUV
Suzuki,SX4 S-Cross,87_12,2017,SUV
BMW,X6,8_41,2013,SUV
Nissan,Qashqai,64_33,2012,SUV
Volvo,C70,96_2,2010,Convertible
Citroen,Grand C4 Picasso,18_24,2013,MPV
Mercedes-Benz,C Class,59_12,2009,Estate
Ford,Focus,29_14,2015,Hatchback
Chrysler,PT Cruiser,17_7,2000,Hatchback
Toyota,Auris,92_3,2016,Hatchback
Mercedes-Benz,SL Class,59_30,2011,Convertible
Audi,S5,7_39,2011,Coupe
Hyundai,ix35,36_16,2015,SUV
Mercedes-Benz,S Class,59_29,2010,Saloon
Renault,Scenic Xmod,75_16,2013,MPV
Mitsubishi,L200,62_13,2015,Pickup
Toyota,Prius,92_30,2010,Hatchback
BMW,X1,8_35,2016,SUV
Citroen,Berlingo,18_2,2012,MPV
Hyundai,Grandeur,36_7,2008,Saloon
Peugeot,Partner Tepee,69_35,2011,MPV
Citroen,C4,18_12,2007,Hatchback
Nissan,Navara,64_20,2013,Pickup
Daihatsu,Sirion,24_7,2006,Hatchback
Toyota,AYGO,92_6,2012,Hatchback
Nissan,Leaf,64_16,2012,Hatchback
Saab,9-3,81_1,2010,Convertible
Maserati,Granturismo,55_8,2016,Coupe
Honda,HR-V,34_8,2017,SUV
Nissan,Pathfinder,64_24,2009,MPV
Vauxhall,Vivaro,94_24,2011,MPV
Hyundai,i30,36_10,2007,Hatchback
Audi,A4 Allroad,7_6,2010,Estate
Citroen,C5,18_15,2009,Saloon
Volvo,S40,96_3,2000,Saloon
Suzuki,Celerio,87_3,2015,Hatchback
SEAT,Arosa,79_5,2003,Hatchback
Audi,A3,7_3,2007,Hatchback
Fiat,Punto Evo,28_20,2010,Hatchback
Ssangyong,Rodius,85_6,2006,MPV
Fiat,Doblo,28_12,2014,Estate
Mitsubishi,ASX,62_1,2013,SUV
Porsche,Boxster,71_6,2003,Convertible
Ford,Fiesta,29_13,2015,Hatchback
Ferrari,Scuderia Spider,27_22,2009,Convertible
Audi,A5 Cabriolet,7_10,2017,Convertible
Audi,TT RS,7_47,2014,Coupe
BMW,5 Series,8_9,2017,Saloon
BMW,6 Series Gran Coupe,8_12,2014,Coupe
Ford,Ka,29_23,2014,Hatchback
Vauxhall,Ampera,94_3,2015,Hatchback
Audi,A4,7_5,2003,Saloon
Volkswagen,Scirocco,95_23,2011,Coupe
Audi,TT,7_46,2016,Coupe
SKODA,Yeti,80_10,2010,SUV
Peugeot,308 CC,69_19,2012,Convertible
Suzuki,SX4 S-Cross,87_12,2016,SUV
Kia,Picanto,43_7,2007,Hatchback
Audi,A3 Cabriolet,7_4,2014,Convertible
Mitsubishi,Outlander,62_16,2012,SUV
Lexus,GS 250,48_2,2012,Saloon
Vauxhall,Astra GTC,94_6,2014,Coupe
Vauxhall,Viva,94_23,2016,Hatchback
Ford,Ka,29_23,2003,Hatchback
Kia,Carens,43_1,2006,MPV
Kia,Optima,43_6,2013,Saloon
Mitsubishi,Outlander,62_16,2010,SUV
Ford,C-Max,29_2,2013,MPV
BMW,M2,8_29,2017,Coupe
Fiat,Tipo,28_28,2017,Hatchback
BMW,X1,8_35,2011,SUV
Toyota,Yaris,92_44,2012,Hatchback
Volkswagen,up!,95_33,2012,Hatchback
Ford,Focus CC,29_16,2007,Convertible
Volvo,V60 Cross Country,96_11,2017,Estate
Lexus,IS 220d,48_8,2008,Saloon
Citroen,Dispatch,18_18,2006,Combi Van
Mitsubishi,Outlander,62_16,2006,SUV
Porsche,Macan,71_10,2014,SUV
Nissan,Qashqai,64_33,2017,SUV
Nissan,Gloria,64_12,2003,Saloon
Volvo,S40,96_3,2009,Saloon
Nissan,Pixo,64_28,2009,Hatchback
Hyundai,i30,36_10,2017,Hatchback
Volkswagen,Beetle,95_3,2010,Convertible
Volvo,S60,96_4,2016,Saloon
Mitsubishi,L200,62_13,2010,Pickup
Citroen,DS3,21_1,2014,Hatchback
Audi,TT,7_46,2012,Coupe
Renault,Grand Scenic,75_7,2014,MPV
